step,action,code,prediction,outcome,status,valence,i_length,e_length,nb_schemas
212,sniff_right,3,3,3,success,-1,1,1,618
213,sniff_front,1,0,0,success,-1,1,1,619
214,sniff_right,3,2,3,fail,-1,4,0,619
215,sniff_left,2,0,3,fail,-1,1,0,619
216,sniff_front,1,0,0,success,-1,1,1,619
217,sniff_right,3,2,3,fail,-1,4,0,619
218,sniff_right,3,3,3,success,-1,1,1,619
219,turn_right,4,1,0,fail,-5,1,0,623
220,sniff_front,1,0,3,fail,-1,1,0,627
221,turn_right,4,2,2,success,-1,4,1,627
222,forward,0,2,0,fail,-1,4,1,630
223,forward,0,0,3,fail,-10,1,0,634
224,turn_left,5,2,2,success,-1,1,1,637
225,sniff_front,1,2,2,success,-1,2,1,637
226,forward,0,2,2,success,10,2,2,639
227,forward,0,2,2,success,10,4,1,639
228,forward,0,2,2,success,10,4,2,639
229,forward,0,2,0,fail,-1,4,2,643
230,turn_left,5,1,2,fail,-1,1,0,647
231,sniff_front,1,2,2,success,-1,2,1,647
232,forward,0,2,2,success,10,2,2,650
233,forward,0,2,2,success,10,4,1,650
234,forward,0,2,2,success,10,4,2,650
235,forward,0,2,2,success,10,4,3,650
236,forward,0,2,0,fail,-1,4,3,653
237,sniff_right,3,2,2,success,-1,4,1,653
238,turn_right,4,2,2,success,-1,4,2,653
239,forward,0,2,2,success,10,4,3,653
240,forward,0,2,0,fail,-1,4,3,657
241,sniff_right,3,2,2,success,-1,4,1,657
242,turn_right,4,2,2,success,-1,4,2,657
243,forward,0,2,2,success,10,4,3,657
244,forward,0,2,2,success,10,4,4,661
245,forward,0,2,0,fail,-1,4,0,664
246,turn_left,5,1,2,fail,-1,1,0,668
247,sniff_front,1,2,2,success,-1,6,1,668
248,forward,0,2,2,success,10,6,2,668
249,forward,0,2,0,fail,-1,6,2,671
250,turn_left,5,2,1,fail,-3,4,0,675
251,sniff_right,3,0,3,fail,-1,1,0,679
252,sniff_front,1,0,3,fail,-1,1,0,682
253,turn_right,4,2,1,fail,-3,4,0,683
254,sniff_left,2,0,3,fail,-1,1,0,683
255,sniff_left,2,0,3,fail,-1,1,0,686
256,sniff_right,3,0,2,fail,-1,1,0,687
257,turn_right,4,2,2,success,-1,7,1,687
258,forward,0,2,2,success,10,7,2,687
259,forward,0,2,0,fail,-1,7,2,690
260,sniff_right,3,2,3,fail,-1,4,0,694
261,sniff_left,2,0,2,fail,-1,1,0,697
262,turn_left,5,2,2,success,-1,3,1,697
263,sniff_front,1,2,2,success,-1,3,2,697
264,forward,0,2,2,success,10,3,3,700
265,forward,0,2,2,success,10,4,1,700
266,forward,0,2,0,fail,-1,4,1,704
267,sniff_right,3,2,3,fail,-1,4,0,708
268,sniff_left,2,2,2,success,-1,4,1,708
269,turn_left,5,2,2,success,-1,4,2,708
270,sniff_front,1,2,2,success,-1,4,3,708
271,forward,0,2,2,success,10,4,4,711
272,forward,0,2,0,fail,-1,4,0,715
273,turn_left,5,2,2,success,-1,4,1,715
274,sniff_front,1,2,2,success,-1,4,2,715
275,forward,0,2,0,fail,-1,4,2,721
276,turn_left,5,2,1,fail,-3,4,0,725
277,turn_right,4,0,1,fail,-3,1,0,729
278,sniff_right,3,0,2,fail,-1,1,0,732
279,turn_right,4,2,2,success,-1,7,1,732
280,forward,0,2,2,success,10,7,2,732
281,forward,0,2,2,success,10,7,3,732
282,forward,0,2,2,success,10,7,4,732
283,forward,0,2,2,success,10,7,5,732
284,forward,0,2,2,success,10,7,6,732
285,forward,0,2,2,success,10,7,7,735
286,forward,0,2,2,success,10,4,1,735
287,forward,0,2,2,success,10,4,2,735
288,forward,0,2,2,success,10,4,3,735
289,forward,0,0,0,success,-1,4,4,739
290,sniff_right,3,2,0,fail,-1,5,0,743
291,sniff_front,1,0,0,success,-1,1,1,747
292,sniff_right,3,2,0,fail,-1,4,0,751
293,sniff_left,2,0,2,fail,-1,1,0,755
294,turn_left,5,2,2,success,-1,3,1,755
295,sniff_front,1,2,2,success,-1,3,2,755
296,forward,0,2,2,success,10,3,3,758
297,forward,0,2,2,success,10,4,1,758
298,forward,0,2,2,success,10,4,2,758
299,forward,0,2,0,fail,-1,4,2,761
300,turn_left,5,2,1,fail,-3,4,0,765
301,turn_left,5,0,1,fail,-3,1,0,769
302,forward,0,0,0,success,-1,1,1,772
303,turn_left,5,2,0,fail,-5,4,0,776
304,sniff_right,3,0,0,success,-1,1,1,780
305,sniff_left,2,2,2,success,-1,4,1,780
306,turn_left,5,2,2,success,-1,4,2,780
307,sniff_front,1,2,2,success,-1,4,3,780
308,forward,0,2,0,fail,-1,4,3,785
309,forward,0,0,0,success,-1,1,1,789
310,forward,0,0,3,fail,-10,1,0,793
311,turn_left,5,2,1,fail,-3,3,0,797
312,sniff_front,1,0,3,fail,-1,1,0,801
313,turn_right,4,2,1,fail,-3,4,0,804
314,sniff_right,3,2,3,fail,-1,8,0,808
315,sniff_left,2,2,3,fail,-1,4,0,811
316,sniff_right,3,2,3,fail,-1,4,0,814
317,sniff_left,2,2,3,fail,-1,4,0,817
318,sniff_right,3,2,3,fail,-1,4,0,818
319,sniff_left,2,2,3,fail,-1,4,0,818
320,sniff_right,3,2,3,fail,-1,4,0,818
321,sniff_left,2,2,3,fail,-1,4,0,818
322,sniff_right,3,2,3,fail,-1,4,0,818
323,sniff_left,2,2,3,fail,-1,4,0,818
324,sniff_right,3,2,3,fail,-1,4,0,818
325,sniff_left,2,2,3,fail,-1,4,0,818
326,sniff_right,3,2,3,fail,-1,4,0,818
327,sniff_left,2,2,3,fail,-1,4,0,818
328,sniff_right,3,2,3,fail,-1,4,0,818
329,sniff_left,2,2,3,fail,-1,4,0,818
330,sniff_front,1,0,3,fail,-1,1,0,821
331,turn_right,4,2,1,fail,-3,4,0,824
332,sniff_right,3,2,2,success,-1,8,1,824
333,turn_right,4,2,2,success,-1,8,2,824
334,forward,0,2,0,fail,-1,8,2,828
335,sniff_front,1,0,0,success,-1,1,1,832
336,sniff_right,3,2,0,fail,-1,4,0,835
337,sniff_left,2,2,2,success,-1,4,1,835
338,turn_left,5,2,2,success,-1,4,2,835
339,sniff_front,1,2,2,success,-1,4,3,835
340,forward,0,2,2,success,10,4,4,837
341,forward,0,2,0,fail,-1,4,0,840
342,sniff_front,1,3,3,success,-1,1,1,843
343,turn_right,4,2,2,success,-1,4,1,843
344,forward,0,2,0,fail,-1,4,1,846
345,sniff_front,1,0,3,fail,-1,1,0,850
346,turn_left,5,0,2,fail,-1,1,0,853
347,sniff_front,1,2,0,fail,-1,6,0,857
348,sniff_right,3,2,3,fail,-1,4,0,860
349,sniff_left,2,2,2,success,-1,5,1,860
350,turn_left,5,2,2,success,-1,5,2,860
351,sniff_front,1,2,2,success,-1,5,3,860
352,forward,0,2,2,success,10,5,4,860
353,forward,0,0,0,success,-1,5,5,863
354,sniff_left,2,0,3,fail,-1,1,0,867
355,sniff_left,2,3,3,success,-1,1,1,870
356,sniff_right,3,2,2,success,-1,4,1,870
357,turn_right,4,2,2,success,-1,4,2,870
358,forward,0,2,2,success,10,4,3,870
359,forward,0,0,2,fail,10,4,3,874
360,forward,0,2,4,fail,5,4,0,878
361,forward,0,0,2,fail,10,1,0,882
362,forward,0,2,2,success,10,4,1,882
363,forward,0,2,0,fail,-1,4,1,885
364,sniff_right,3,2,2,success,-1,4,1,885
365,turn_right,4,2,2,success,-1,4,2,885
366,forward,0,2,0,fail,-1,4,2,889
367,sniff_right,3,0,3,fail,-1,1,0,893
368,sniff_left,2,2,2,success,-1,5,1,893
369,turn_left,5,2,2,success,-1,5,2,893
370,sniff_front,1,2,2,success,-1,5,3,893
371,forward,0,2,2,success,10,5,4,893
372,forward,0,0,0,success,-1,5,5,896
373,sniff_right,3,2,2,success,-1,1,1,900
374,turn_right,4,2,2,success,-1,7,1,900
375,forward,0,2,2,success,10,7,2,900
376,forward,0,2,2,success,10,7,3,900
377,forward,0,2,2,success,10,7,4,900
378,forward,0,2,2,success,10,7,5,900
379,forward,0,2,2,success,10,7,6,900
380,forward,0,2,2,success,10,7,7,903
381,forward,0,2,2,success,10,4,1,903
382,forward,0,2,2,success,10,4,2,903
383,forward,0,2,2,success,10,4,3,903
384,forward,0,2,2,success,10,4,4,906
385,forward,0,2,2,success,10,4,1,906
386,forward,0,2,2,success,10,4,2,906
387,forward,0,2,2,success,10,4,3,906
388,forward,0,2,0,fail,-1,4,3,909
389,sniff_right,3,2,3,fail,-1,5,0,910
390,sniff_left,2,2,2,success,-1,5,1,910
391,turn_left,5,2,2,success,-1,5,2,910
392,sniff_front,1,2,2,success,-1,5,3,910
393,forward,0,2,0,fail,-1,5,3,914
394,sniff_left,2,0,3,fail,-1,1,0,918
395,sniff_right,3,2,2,success,-1,4,1,918
396,turn_right,4,2,2,success,-1,4,2,918
397,forward,0,2,2,success,10,4,3,918
398,forward,0,2,0,fail,-1,4,3,921
399,sniff_right,3,2,2,success,-1,5,1,921
400,turn_right,4,2,2,success,-1,5,2,921
401,forward,0,2,2,success,10,5,3,921
402,forward,0,2,2,success,10,5,4,921
403,forward,0,0,0,success,-1,5,5,924
404,turn_left,5,2,1,fail,-3,4,0,928
405,sniff_left,2,0,0,success,-1,1,1,932
406,sniff_front,1,2,3,fail,-1,2,0,936
407,sniff_front,1,0,3,fail,-1,1,0,939
408,sniff_left,2,3,0,fail,-1,1,0,943
409,sniff_front,1,2,3,fail,-1,2,0,946
410,sniff_right,3,2,3,fail,-1,1,0,950
411,sniff_left,2,2,0,fail,-1,5,0,954
412,sniff_front,1,2,3,fail,-1,2,0,957
413,turn_right,4,2,1,fail,-3,4,0,960
414,sniff_right,3,2,2,success,-1,8,1,960
415,turn_right,4,2,2,success,-1,8,2,960
416,forward,0,2,2,success,10,8,3,960
417,forward,0,2,0,fail,-1,8,3,964
418,sniff_right,3,2,3,fail,-1,5,0,967
419,sniff_left,2,2,2,success,-1,5,1,967
420,turn_left,5,2,2,success,-1,5,2,967
421,sniff_front,1,2,2,success,-1,5,3,967
422,forward,0,2,2,success,10,5,4,967
423,forward,0,0,0,success,-1,5,5,970
424,sniff_right,3,2,2,success,-1,8,1,970
425,turn_right,4,2,2,success,-1,8,2,970
426,forward,0,2,2,success,10,8,3,970
427,forward,0,2,2,success,10,8,4,970
428,forward,0,2,0,fail,-1,8,4,974
429,sniff_right,3,0,0,success,-1,1,1,978
430,sniff_left,2,2,2,success,-1,5,1,978
431,turn_left,5,2,2,success,-1,5,2,978
432,sniff_front,1,2,2,success,-1,5,3,978
433,forward,0,2,2,success,10,5,4,978
434,forward,0,0,0,success,-1,5,5,981
435,sniff_right,3,2,3,fail,-1,8,0,985
436,sniff_left,2,2,2,success,-1,5,1,985
437,turn_left,5,2,2,success,-1,5,2,985
438,sniff_front,1,2,2,success,-1,5,3,985
439,forward,0,2,2,success,10,5,4,985
440,forward,0,0,2,fail,10,5,4,990
441,forward,0,2,2,success,10,8,1,990
442,forward,0,2,2,success,10,8,2,990
443,forward,0,2,0,fail,-1,8,2,994
444,turn_left,5,2,1,fail,-3,4,0,997
445,sniff_right,3,0,3,fail,-1,1,0,1000
446,sniff_left,2,2,0,fail,-1,4,0,1003
447,sniff_front,1,2,3,fail,-1,2,0,1004
448,turn_left,5,0,2,fail,-1,1,0,1007
449,sniff_front,1,2,0,fail,-1,6,0,1008
450,sniff_right,3,2,3,fail,-1,4,0,1008
451,sniff_right,3,3,3,success,-1,1,1,1009
452,sniff_front,1,0,0,success,-1,1,1,1009
453,sniff_right,3,2,3,fail,-1,4,0,1009
454,sniff_left,2,2,2,success,-1,4,1,1009
455,turn_left,5,2,2,success,-1,4,2,1009
456,sniff_front,1,2,2,success,-1,4,3,1009
457,forward,0,0,2,fail,10,4,3,1012
458,forward,0,2,2,success,10,8,1,1012
459,forward,0,2,2,success,10,8,2,1012
460,forward,0,2,0,fail,-1,8,2,1015
461,sniff_right,3,3,2,fail,-1,1,0,1019
462,turn_right,4,2,2,success,-1,7,1,1019
463,forward,0,2,2,success,10,7,2,1019
464,forward,0,2,2,success,10,7,3,1019
465,forward,0,2,2,success,10,7,4,1019
466,forward,0,2,2,success,10,7,5,1019
467,forward,0,2,2,success,10,7,6,1019
468,forward,0,2,2,success,10,7,7,1022
469,forward,0,2,2,success,10,8,1,1022
470,forward,0,2,2,success,10,8,2,1022
471,forward,0,2,0,fail,-1,8,2,1026
472,sniff_right,3,2,2,success,-1,8,1,1026
473,turn_right,4,2,2,success,-1,8,2,1026
474,forward,0,2,2,success,10,8,3,1026
475,forward,0,2,2,success,10,8,4,1026
476,forward,0,2,0,fail,-1,8,4,1030
477,sniff_right,3,0,3,fail,-1,6,0,1034
478,sniff_left,2,2,2,success,-1,7,1,1034
479,turn_left,5,2,2,success,-1,7,2,1034
480,sniff_front,1,2,2,success,-1,7,3,1034
481,forward,0,2,2,success,10,7,4,1034
482,forward,0,2,2,success,10,7,5,1034
483,forward,0,2,2,success,10,7,6,1034
484,forward,0,0,2,fail,10,7,6,1039
485,forward,0,2,2,success,10,8,1,1039
486,forward,0,2,2,success,10,8,2,1039
487,forward,0,2,0,fail,-1,8,2,1043
488,sniff_right,3,2,3,fail,-1,8,0,1047
489,sniff_left,2,2,2,success,-1,7,1,1047
490,turn_left,5,2,2,success,-1,7,2,1047
491,sniff_front,1,2,2,success,-1,7,3,1047
492,forward,0,2,4,fail,5,7,3,1054
493,forward,0,2,2,success,10,3,1,1054
494,forward,0,2,2,success,10,3,2,1054
495,forward,0,0,2,fail,10,3,2,1058
496,forward,0,2,2,success,10,8,1,1058
497,forward,0,2,0,fail,-1,8,1,1062
498,sniff_right,3,2,2,success,-1,4,1,1062
499,turn_right,4,2,2,success,-1,4,2,1062
500,forward,0,2,2,success,10,4,3,1062
501,forward,0,2,2,success,10,4,4,1065
502,forward,0,2,2,success,10,4,1,1065
503,forward,0,2,2,success,10,4,2,1065
504,forward,0,2,2,success,10,4,3,1065
505,forward,0,2,2,success,10,4,4,1068
506,forward,0,2,2,success,10,8,1,1068
507,forward,0,2,2,success,10,8,2,1068
508,forward,0,2,2,success,10,8,3,1068
509,forward,0,2,2,success,10,8,4,1068
510,forward,0,2,2,success,10,8,5,1068
511,forward,0,2,0,fail,-1,8,5,1072
512,sniff_right,3,2,2,success,-1,8,1,1072
513,turn_right,4,2,2,success,-1,8,2,1072
514,forward,0,2,2,success,10,8,3,1072
515,forward,0,2,2,success,10,8,4,1072
516,forward,0,2,2,success,10,8,5,1072
517,forward,0,2,2,success,10,8,6,1072
518,forward,0,2,2,success,10,8,7,1072
519,forward,0,2,2,success,10,8,8,1076
520,forward,0,2,2,success,10,8,1,1076
521,forward,0,2,0,fail,-1,8,1,1080
522,sniff_right,3,2,2,success,-1,8,1,1080
523,turn_right,4,2,2,success,-1,8,2,1080
524,forward,0,2,2,success,10,8,3,1080
525,forward,0,2,2,success,10,8,4,1080
526,forward,0,2,2,success,10,8,5,1080
527,forward,0,2,2,success,10,8,6,1080
528,forward,0,2,2,success,10,8,7,1080
529,forward,0,2,2,success,10,8,8,1083
530,forward,0,2,2,success,10,8,1,1083
531,forward,0,2,2,success,10,8,2,1083
532,forward,0,2,2,success,10,8,3,1083
533,forward,0,2,2,success,10,8,4,1083
534,forward,0,2,4,fail,5,8,4,1088
535,forward,0,2,0,fail,-1,3,0,1092
536,sniff_left,2,0,0,success,-1,1,1,1095
537,sniff_front,1,2,3,fail,-1,2,0,1098
538,sniff_front,1,0,3,fail,-1,1,0,1099
